# frame,cluster,x0,y0,x1,y1,area,aspectRatio,texture,solidity
5.000000,4.000000,548.000000,376.000000,595.000000,404.000000,549.500000,3.424243,0.217325,0.931356
5.000000,2.000000,359.000000,368.000000,381.000000,392.000000,107.500000,3.454545,0.248106,0.589041
5.000000,3.000000,407.000000,306.000000,457.000000,361.000000,1198.500000,1.269097,0.225818,0.663989
5.000000,2.000000,358.000000,294.000000,371.000000,315.000000,118.500000,1.666667,0.135531,0.667606
5.000000,4.000000,288.000000,262.000000,319.000000,301.000000,677.500000,1.416300,0.143093,0.852738
5.000000,2.000000,335.000000,232.000000,362.000000,250.000000,187.500000,1.679012,0.069959,0.597134
5.000000,0.000000,276.000000,223.000000,304.000000,253.000000,386.000000,1.058480,0.154762,0.674236
5.000000,4.000000,498.000000,197.000000,527.000000,253.000000,652.500000,2.397850,0.298645,0.674767
5.000000,4.000000,474.000000,158.000000,514.000000,201.000000,676.500000,2.945652,0.243023,0.924812
5.000000,4.000000,552.000000,129.000000,584.000000,176.000000,650.000000,2.906250,0.162234,0.925267
5.000000,1.000000,371.000000,128.000000,440.000000,181.000000,1757.000000,1.980342,0.163249,0.865304
5.000000,4.000000,338.000000,116.000000,365.000000,164.000000,616.000000,1.884457,0.109568,0.739940
5.000000,0.000000,497.000000,102.000000,517.000000,134.000000,386.000000,1.630498,0.203125,0.859688
5.000000,2.000000,141.000000,40.000000,156.000000,59.000000,140.000000,1.285714,0.287719,0.703518
5.000000,2.000000,166.000000,33.000000,185.000000,57.000000,119.500000,3.167539,0.293860,0.682857
5.000000,2.000000,202.000000,0.000000,223.000000,11.000000,117.000000,1.967213,0.255411,0.764706
6.000000,2.000000,439.000000,467.000000,454.000000,480.000000,104.000000,1.166667,0.292308,0.812500
6.000000,0.000000,193.000000,416.000000,225.000000,460.000000,527.500000,3.339622,0.235795,0.902481
6.000000,2.000000,417.000000,397.000000,430.000000,419.000000,108.500000,1.750000,0.206294,0.566580
6.000000,2.000000,218.000000,392.000000,235.000000,411.000000,121.500000,1.220000,0.256966,0.623077
6.000000,0.000000,451.000000,390.000000,471.000000,420.000000,324.500000,1.707386,0.226667,0.748558
6.000000,4.000000,550.000000,374.000000,598.000000,403.000000,555.500000,3.513889,0.204741,0.943124
6.000000,2.000000,360.000000,368.000000,381.000000,392.000000,108.000000,3.508876,0.232143,0.585366
6.000000,3.000000,407.000000,306.000000,457.000000,374.000000,1303.500000,1.021648,0.205882,0.605997
6.000000,2.000000,358.000000,295.000000,372.000000,315.000000,119.000000,1.588957,0.142857,0.655647
6.000000,4.000000,288.000000,262.000000,319.000000,301.000000,670.500000,1.378731,0.141439,0.834474
6.000000,2.000000,336.000000,232.000000,363.000000,251.000000,183.500000,1.675676,0.079922,0.596748
6.000000,0.000000,277.000000,224.000000,305.000000,253.000000,381.500000,1.037037,0.150246,0.677019
6.000000,4.000000,499.000000,197.000000,526.000000,251.000000,655.500000,2.400510,0.291495,0.724309
6.000000,4.000000,476.000000,156.000000,517.000000,199.000000,666.000000,3.000000,0.245037,0.923717
6.000000,4.000000,553.000000,129.000000,584.000000,177.000000,649.500000,2.984126,0.188844,0.940623
6.000000,1.000000,372.000000,128.000000,439.000000,181.000000,1745.000000,2.000000,0.172909,0.857915
6.000000,4.000000,339.000000,122.000000,366.000000,162.000000,602.000000,1.638928,0.138889,0.817935
6.000000,0.000000,498.000000,103.000000,517.000000,135.000000,379.500000,1.722222,0.213816,0.867429
6.000000,2.000000,141.000000,40.000000,156.000000,59.000000,148.500000,1.361582,0.185965,0.744361
6.000000,2.000000,166.000000,32.000000,184.000000,57.000000,118.000000,3.292135,0.282222,0.682081
6.000000,2.000000,201.000000,0.000000,222.000000,11.000000,133.000000,2.000000,0.329004,0.806061
7.000000,2.000000,439.000000,460.000000,458.000000,480.000000,163.500000,1.055556,0.252632,0.648810
7.000000,2.000000,447.000000,424.000000,460.000000,436.000000,101.500000,1.090909,0.147436,0.935484
7.000000,0.000000,193.000000,416.000000,224.000000,460.000000,517.000000,3.320000,0.260997,0.907814
7.000000,2.000000,452.000000,401.000000,471.000000,420.000000,243.500000,1.000000,0.257618,0.893578
7.000000,2.000000,219.000000,392.000000,235.000000,411.000000,107.500000,1.140351,0.263158,0.590659
7.000000,4.000000,553.000000,372.000000,600.000000,402.000000,541.000000,3.558490,0.226241,0.943330
7.000000,2.000000,359.000000,368.000000,381.000000,392.000000,115.500000,3.166666,0.251894,0.580402
7.000000,3.000000,408.000000,306.000000,457.000000,373.000000,1297.500000,1.070055,0.205605,0.608441
7.000000,2.000000,359.000000,295.000000,372.000000,315.000000,107.500000,1.641026,0.065385,0.636095
7.000000,4.000000,289.000000,262.000000,320.000000,301.000000,676.000000,1.343254,0.140612,0.847118
7.000000,2.000000,336.000000,232.000000,363.000000,251.000000,186.000000,1.650602,0.101365,0.601942
7.000000,0.000000,277.000000,215.000000,306.000000,253.000000,437.500000,1.150000,0.122505,0.630403
7.000000,4.000000,489.000000,197.000000,526.000000,249.000000,702.500000,1.594228,0.283784,0.619216
7.000000,4.000000,478.000000,154.000000,519.000000,197.000000,674.000000,2.923077,0.251276,0.923920
7.000000,4.000000,553.000000,128.000000,584.000000,176.000000,650.000000,2.987952,0.197581,0.937275
7.000000,1.000000,373.000000,125.000000,438.000000,182.000000,1753.000000,2.076369,0.170850,0.861002
7.000000,4.000000,338.000000,115.000000,365.000000,162.000000,611.000000,1.935065,0.125296,0.748316
7.000000,0.000000,498.000000,103.000000,517.000000,134.000000,384.000000,1.666667,0.188455,0.900352
7.000000,2.000000,140.000000,40.000000,155.000000,59.000000,143.000000,1.425287,0.249123,0.742857
7.000000,2.000000,166.000000,33.000000,184.000000,57.000000,115.500000,3.276596,0.277778,0.704268
7.000000,2.000000,200.000000,0.000000,222.000000,10.000000,117.000000,2.505154,0.345455,0.777409
8.000000,0.000000,195.000000,415.000000,223.000000,459.000000,494.500000,3.457832,0.250812,0.924299
8.000000,2.000000,220.000000,393.000000,236.000000,411.000000,109.000000,1.140351,0.288194,0.589189
8.000000,0.000000,451.000000,390.000000,474.000000,421.000000,356.500000,1.468912,0.210379,0.669484
8.000000,0.000000,555.000000,370.000000,601.000000,401.000000,529.000000,3.733645,0.219495,0.928070
8.000000,2.000000,360.000000,368.000000,381.000000,392.000000,111.500000,3.270000,0.222222,0.567430
8.000000,2.000000,385.000000,328.000000,400.000000,349.000000,104.500000,1.335366,0.155556,0.552910
8.000000,3.000000,408.000000,306.000000,457.000000,373.000000,1324.500000,1.180672,0.210174,0.614190
8.000000,2.000000,360.000000,295.000000,373.000000,315.000000,113.000000,1.664474,0.126923,0.643875
8.000000,4.000000,288.000000,262.000000,321.000000,301.000000,676.000000,1.371841,0.139860,0.837670
8.000000,2.000000,336.000000,232.000000,364.000000,251.000000,184.500000,1.710191,0.069549,0.593248
8.000000,0.000000,278.000000,223.000000,305.000000,253.000000,401.500000,1.092555,0.158025,0.709991
8.000000,4.000000,489.000000,197.000000,525.000000,253.000000,712.500000,1.182939,0.288194,0.608714
8.000000,4.000000,480.000000,153.000000,520.000000,195.000000,660.500000,2.867347,0.255357,0.917999
8.000000,4.000000,553.000000,127.000000,583.000000,176.000000,648.000000,3.024243,0.192517,0.921764
8.000000,1.000000,373.000000,125.000000,437.000000,183.000000,1747.500000,2.144927,0.176185,0.874406
8.000000,4.000000,337.000000,119.000000,365.000000,164.000000,634.500000,1.651332,0.110317,0.762620
8.000000,0.000000,497.000000,103.000000,516.000000,134.000000,371.000000,1.666667,0.198642,0.891827
8.000000,2.000000,140.000000,39.000000,154.000000,59.000000,151.000000,1.461538,0.257143,0.758794
8.000000,2.000000,166.000000,33.000000,184.000000,58.000000,121.000000,3.136126,0.268889,0.677871
8.000000,2.000000,200.000000,0.000000,221.000000,11.000000,117.500000,2.000000,0.337662,0.712121
9.000000,2.000000,448.000000,424.000000,461.000000,437.000000,102.500000,1.091954,0.130178,0.923423
9.000000,0.000000,194.000000,414.000000,223.000000,460.000000,511.500000,3.531250,0.255622,0.920792
9.000000,2.000000,220.000000,393.000000,237.000000,411.000000,110.000000,1.073333,0.284314,0.586667
9.000000,0.000000,453.000000,390.000000,473.000000,421.000000,330.500000,1.654434,0.245161,0.687825
9.000000,0.000000,557.000000,368.000000,603.000000,400.000000,533.000000,3.778625,0.218071,0.931004
9.000000,2.000000,359.000000,368.000000,381.000000,392.000000,112.000000,3.560693,0.255682,0.610354
9.000000,3.000000,407.000000,306.000000,458.000000,374.000000,1338.500000,1.026371,0.217128,0.606067
9.000000,2.000000,360.000000,295.000000,373.000000,315.000000,118.000000,1.661972,0.146154,0.674286
9.000000,4.000000,288.000000,262.000000,321.000000,301.000000,679.000000,1.403361,0.137529,0.832108
9.000000,2.000000,336.000000,232.000000,363.000000,250.000000,177.000000,1.718750,0.080247,0.583196
9.000000,0.000000,278.000000,223.000000,305.000000,253.000000,388.500000,1.085202,0.170370,0.703167
9.000000,4.000000,497.000000,197.000000,525.000000,252.000000,641.000000,2.342717,0.312338,0.677948
9.000000,4.000000,482.000000,151.000000,523.000000,193.000000,654.500000,2.924188,0.254936,0.913468
9.000000,4.000000,553.000000,126.000000,583.000000,176.000000,656.000000,3.107143,0.183333,0.911744
9.000000,1.000000,373.000000,124.000000,436.000000,184.000000,1743.500000,2.226860,0.178836,0.870227
9.000000,4.000000,337.000000,114.000000,365.000000,163.000000,636.500000,1.879845,0.102041,0.740116
9.000000,0.000000,497.000000,103.000000,517.000000,134.000000,377.500000,1.578947,0.182258,0.880980
9.000000,2.000000,140.000000,39.000000,154.000000,59.000000,153.500000,1.461538,0.253571,0.758025
9.000000,2.000000,166.000000,33.000000,184.000000,58.000000,130.000000,2.965347,0.284444,0.702703
9.000000,2.000000,199.000000,0.000000,222.000000,11.000000,120.500000,2.200000,0.355731,0.678873
10.000000,2.000000,440.000000,467.000000,455.000000,480.000000,101.000000,1.166667,0.251282,0.804781
10.000000,0.000000,194.000000,413.000000,222.000000,460.000000,524.000000,3.515151,0.263678,0.900344
10.000000,2.000000,220.000000,393.000000,237.000000,412.000000,109.000000,1.155405,0.260062,0.569191
10.000000,0.000000,453.000000,390.000000,472.000000,421.000000,333.000000,1.666667,0.210526,0.748315
10.000000,2.000000,360.000000,368.000000,381.000000,392.000000,110.000000,3.801282,0.242063,0.616246
10.000000,0.000000,559.000000,365.000000,605.000000,399.000000,530.000000,3.860000,0.203325,0.928196
10.000000,3.000000,408.000000,306.000000,458.000000,373.000000,1330.000000,1.057569,0.211642,0.619469
10.000000,2.000000,359.000000,294.000000,372.000000,315.000000,118.500000,1.666667,0.146520,0.652893
10.000000,4.000000,288.000000,262.000000,320.000000,301.000000,663.000000,1.346008,0.114583,0.851638
10.000000,2.000000,335.000000,232.000000,362.000000,250.000000,181.500000,1.700000,0.055556,0.598023
10.000000,0.000000,276.000000,223.000000,306.000000,253.000000,363.500000,1.295454,0.166667,0.622432
10.000000,4.000000,497.000000,197.000000,526.000000,248.000000,653.000000,2.114350,0.307640,0.696905
10.000000,4.000000,484.000000,150.000000,524.000000,192.000000,632.000000,3.000000,0.229762,0.908699
10.000000,4.000000,553.000000,125.000000,582.000000,175.000000,660.500000,3.063927,0.204828,0.925070
10.000000,1.000000,373.000000,123.000000,435.000000,185.000000,1760.500000,2.278274,0.174818,0.876961
10.000000,4.000000,337.000000,115.000000,365.000000,162.000000,647.500000,1.871795,0.128419,0.780591
10.000000,0.000000,497.000000,103.000000,516.000000,134.000000,368.500000,1.666667,0.195246,0.878427
10.000000,2.000000,140.000000,40.000000,155.000000,59.000000,140.500000,1.465116,0.228070,0.731771
10.000000,2.000000,166.000000,33.000000,184.000000,58.000000,123.500000,3.180000,0.277778,0.689944
10.000000,2.000000,199.000000,0.000000,222.000000,11.000000,104.000000,2.709677,0.335968,0.684211
11.000000,2.000000,439.000000,467.000000,456.000000,480.000000,108.000000,1.686274,0.307692,0.797048
11.000000,2.000000,448.000000,424.000000,461.000000,437.000000,102.500000,1.111111,0.195266,0.899123
11.000000,0.000000,195.000000,412.000000,222.000000,460.000000,510.000000,3.656250,0.266204,0.919748
11.000000,2.000000,220.000000,393.000000,237.000000,411.000000,103.500000,1.137255,0.287582,0.568681
11.000000,0.000000,452.000000,390.000000,472.000000,420.000000,343.500000,1.526316,0.163333,0.760797
11.000000,2.000000,360.000000,368.000000,381.000000,392.000000,115.500000,3.166666,0.208333,0.590793
11.000000,0.000000,562.000000,361.000000,608.000000,397.000000,535.500000,3.860465,0.171498,0.921687
11.000000,3.000000,408.000000,306.000000,458.000000,373.000000,1341.000000,1.024966,0.194627,0.623576
11.000000,2.000000,359.000000,294.000000,372.000000,315.000000,119.000000,1.723685,0.139194,0.662953
11.000000,4.000000,288.000000,262.000000,319.000000,301.000000,662.500000,1.326572,0.148883,0.855391
11.000000,2.000000,335.000000,232.000000,362.000000,250.000000,172.000000,1.670103,0.072016,0.565789
11.000000,0.000000,278.000000,224.000000,309.000000,253.000000,400.000000,1.071429,0.174638,0.676247
11.000000,4.000000,498.000000,197.000000,526.000000,253.000000,640.500000,2.372341,0.312500,0.644042
11.000000,4.000000,486.000000,148.000000,525.000000,191.000000,636.500000,3.166666,0.248062,0.927843
11.000000,4.000000,553.000000,125.000000,582.000000,175.000000,663.500000,3.157894,0.191724,0.927324
11.000000,1.000000,373.000000,123.000000,434.000000,187.000000,1762.000000,2.305164,0.172131,0.875963
11.000000,4.000000,338.000000,122.000000,365.000000,173.000000,646.000000,2.066313,0.111111,0.737022
11.000000,0.000000,497.000000,104.000000,517.000000,135.000000,369.000000,1.658416,0.195161,0.874408
11.000000,2.000000,141.000000,41.000000,156.000000,60.000000,135.500000,1.285714,0.217544,0.703896
11.000000,2.000000,166.000000,33.000000,184.000000,58.000000,114.500000,3.382716,0.246667,0.708978
12.000000,2.000000,440.000000,467.000000,456.000000,480.000000,114.000000,1.250000,0.293269,0.838235
12.000000,2.000000,448.000000,424.000000,461.000000,437.000000,100.500000,1.166667,0.124260,0.926267
12.000000,2.000000,415.000000,393.000000,424.000000,418.000000,102.500000,3.000000,0.240000,0.674342
12.000000,4.000000,195.000000,393.000000,235.000000,460.000000,619.000000,4.836986,0.202985,0.660267
12.000000,0.000000,452.000000,389.000000,471.000000,420.000000,349.000000,1.666667,0.219015,0.766191
12.000000,2.000000,360.000000,368.000000,381.000000,392.000000,116.000000,3.219388,0.222222,0.599483
12.000000,0.000000,564.000000,359.000000,609.000000,397.000000,537.500000,3.867768,0.187135,0.918803
12.000000,2.000000,382.000000,327.000000,399.000000,355.000000,138.500000,1.991151,0.163866,0.533719
12.000000,3.000000,406.000000,305.000000,457.000000,373.000000,1343.000000,1.047773,0.210784,0.604683
12.000000,2.000000,358.000000,294.000000,372.000000,314.000000,121.500000,1.579545,0.103571,0.660326
12.000000,4.000000,288.000000,262.000000,320.000000,301.000000,660.500000,1.324910,0.143429,0.848972
12.000000,2.000000,335.000000,231.000000,362.000000,250.000000,190.000000,1.588235,0.066277,0.615883
12.000000,0.000000,279.000000,224.000000,311.000000,253.000000,420.500000,1.107143,0.187500,0.687653
12.000000,4.000000,497.000000,197.000000,526.000000,253.000000,678.500000,2.323820,0.306034,0.701292
12.000000,4.000000,488.000000,146.000000,526.000000,189.000000,632.500000,3.125000,0.249694,0.938427
12.000000,4.000000,554.000000,124.000000,582.000000,175.000000,656.000000,3.102564,0.194678,0.930496
12.000000,1.000000,374.000000,122.000000,433.000000,188.000000,1724.000000,2.388214,0.159219,0.859208
12.000000,0.000000,339.000000,114.000000,366.000000,161.000000,492.000000,1.901034,0.111899,0.616541
12.000000,0.000000,498.000000,103.000000,517.000000,134.000000,373.000000,1.666667,0.174873,0.887039
12.000000,2.000000,141.000000,41.000000,157.000000,60.000000,144.500000,1.200000,0.259868,0.698068
12.000000,2.000000,340.000000,38.000000,358.000000,51.000000,148.000000,1.416667,0.141026,0.927900
12.000000,2.000000,166.000000,33.000000,185.000000,59.000000,117.500000,3.454545,0.275304,0.669516
12.000000,2.000000,196.000000,0.000000,223.000000,11.000000,116.500000,2.600000,0.296296,0.583960
13.000000,2.000000,438.000000,466.000000,455.000000,480.000000,117.000000,1.634615,0.268908,0.790541
13.000000,4.000000,195.000000,401.000000,235.000000,460.000000,569.000000,4.402089,0.196610,0.700739
13.000000,0.000000,452.000000,390.000000,471.000000,420.000000,347.000000,1.611111,0.240351,0.770255
13.000000,2.000000,360.000000,368.000000,381.000000,392.000000,110.500000,3.454545,0.228175,0.595687
13.000000,4.000000,565.000000,356.000000,610.000000,396.000000,550.500000,3.902309,0.174444,0.913693
13.000000,3.000000,407.000000,306.000000,457.000000,373.000000,1303.000000,1.110276,0.207761,0.601153
13.000000,2.000000,359.000000,295.000000,372.000000,315.000000,111.500000,1.655844,0.157692,0.628169
13.000000,4.000000,288.000000,263.000000,320.000000,301.000000,674.000000,1.174825,0.118421,0.866324
13.000000,2.000000,336.000000,232.000000,371.000000,260.000000,240.500000,2.116041,0.047959,0.505252
13.000000,0.000000,279.000000,223.000000,312.000000,253.000000,403.500000,1.120209,0.181818,0.640985
13.000000,4.000000,486.000000,197.000000,526.000000,248.000000,718.500000,1.476636,0.260784,0.604798
13.000000,4.000000,489.000000,145.000000,529.000000,187.000000,635.000000,3.072072,0.269643,0.918294
13.000000,4.000000,554.000000,123.000000,583.000000,175.000000,661.500000,3.153846,0.200928,0.911157
13.000000,1.000000,374.000000,121.000000,432.000000,189.000000,1732.500000,2.441682,0.169371,0.864953
13.000000,4.000000,340.000000,115.000000,367.000000,174.000000,543.000000,2.413408,0.126805,0.556068
13.000000,0.000000,498.000000,103.000000,518.000000,135.000000,382.500000,1.595745,0.193750,0.859551
13.000000,2.000000,141.000000,41.000000,157.000000,60.000000,147.500000,1.200000,0.286184,0.707434
13.000000,2.000000,166.000000,31.000000,185.000000,58.000000,122.000000,3.686567,0.251462,0.691218
13.000000,2.000000,341.000000,25.000000,358.000000,51.000000,225.000000,1.562500,0.162896,0.638298
14.000000,2.000000,438.000000,467.000000,455.000000,480.000000,110.000000,1.333333,0.294118,0.766551
14.000000,2.000000,448.000000,425.000000,461.000000,436.000000,100.500000,1.200000,0.069930,0.939252
14.000000,0.000000,193.000000,411.000000,220.000000,459.000000,510.500000,3.644737,0.257716,0.895614
14.000000,2.000000,220.000000,393.000000,235.000000,411.000000,105.000000,1.006757,0.281481,0.594901
14.000000,0.000000,452.000000,389.000000,471.000000,420.000000,348.000000,1.666667,0.239389,0.773333
14.000000,2.000000,360.000000,368.000000,381.000000,392.000000,102.500000,3.454545,0.214286,0.551075
14.000000,2.000000,441.000000,358.000000,454.000000,373.000000,105.000000,1.307692,0.292308,0.882353
14.000000,4.000000,567.000000,354.000000,612.000000,394.000000,549.000000,4.114331,0.177778,0.925801
14.000000,3.000000,406.000000,306.000000,458.000000,361.000000,1217.000000,1.212766,0.200350,0.640021
14.000000,4.000000,288.000000,262.000000,321.000000,301.000000,680.500000,1.229759,0.101787,0.857593
14.000000,2.000000,338.000000,232.000000,371.000000,258.000000,239.000000,2.141732,0.048951,0.559064
14.000000,0.000000,280.000000,223.000000,313.000000,254.000000,399.000000,1.042553,0.158358,0.617647
14.000000,4.000000,487.000000,197.000000,526.000000,249.000000,727.000000,1.511741,0.290927,0.610411
14.000000,4.000000,490.000000,143.000000,531.000000,186.000000,635.000000,3.072072,0.235394,0.912356
14.000000,4.000000,554.000000,122.000000,582.000000,174.000000,658.000000,3.236842,0.215659,0.914524
